,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
9797,(주)아프리카픽쳐스,82594,2018,1.0,-214021.0,-9.59
9798,세영수산(주),82595,2020,1.0,1650123.0,-0.56
9799,천영기공(주),82603,2018,1.0,-143215.0,-7.12
9800,(주)이레종합건설,82607,2020,1.0,-5324364.0,-0.74
9801,(주)펀플웍스,82608,2019,1.0,-431338.0,-1.93
9802,주식회사스터디맥스,82611,2020,1.0,-4532417.0,-5.67
9803,주식회사피에이치파마,82614,2019,1.0,-20848022.0,-4.21
9804,벨에어인베스트먼트주식회사,82617,2018,1.0,-627055.0,-0.25
9805,주식회사태진종합건설,82618,2022,1.0,-9268835.0,-0.66
9806,(주)롬퍼니처,82619,2019,1.0,-435839.0,0.92
9807,엔트라(주),82626,2020,1.0,-215573.0,1.19
9808,(주)대경씨앤디,82631,2018,1.0,-822024.0,-1.35
9809,주식회사태웅개발,82633,2018,1.0,-297257.0,-1.21
9810,(주)장현금속,82636,2021,1.0,78181.0,0.39
9811,주식회사풀잎채,82653,2019,1.0,-271841.0,-0.93
9812,유앤아이홀딩스주식회사,82654,2019,1.0,-8742216.0,-5.43
9813,주식회사오션시티,82659,2021,1.0,-6290855.0,0.33
9814,(주)소서노,82669,2020,1.0,-1109939.0,-6.33
9815,(주)쓰리엘시스템,82670,2018,1.0,24814.0,-3.88
9816,주식회사성진티엘에스,82671,2022,1.0,-2459601.0,0.62
9817,(주)이노뷰,82678,2019,1.0,-1816734.0,4.77
9818,주식회사디엠글로벌,82681,2022,1.0,-689306.0,-0.46
9819,(주)새한비젼컨소시엄,82683,2018,1.0,-1700928.0,-0.4
9820,삼성유리공업주식회사,82684,2018,1.0,-451398.0,1.38
9821,다비모드(주),82689,2022,1.0,1133400.0,0.09
9822,가은건설(주),82693,2020,1.0,-1039232.0,-1.79
9823,주식회사한국원자재유통공사,82702,2019,1.0,1098465.0,-0.13
9824,(주)제이케이인터내셔날,82704,2018,1.0,-19060555.0,-1.46
9825,(주)포항글로벌랜드,82707,2018,1.0,-54992.0,-4.22
9826,(주)이노디앤씨,82709,2018,1.0,27298.0,-0.08
9827,(주)대원디벨롭,82721,2019,1.0,-630358.0,-0.5
9828,주식회사에스바이오메딕스,82722,2018,1.0,-2517569.0,-6.8
9829,더스테이인애월,82724,2018,1.0,25900.0,-0.69
9830,주식회사류진시티,82734,2018,1.0,-428492.0,-4.33
9831,주식회사아크,82736,2020,1.0,6840306.0,-12.83
9832,주식회사월드시티산업,82738,2018,1.0,9386467.0,8.22
9833,더스마일주식회사,82739,2020,1.0,-989390.0,-2.01
9834,디에스팩주식회사,82740,2018,1.0,222066.0,-0.69
9835,주식회사디에스개발,82744,2019,1.0,-2741851.0,-0.55
9836,(주)글로벌에셋그룹,82747,2018,1.0,-1496193.0,-4.0
9837,주식회사아세아건영,82749,2018,1.0,-4304059.0,1.04
9838,주식회사씨에이치,82760,2021,1.0,1006927.0,0.33
9839,(주)삼화피엠아이,82761,2022,1.0,-1257619.0,0.74
9840,(주)영신하우징,82770,2018,1.0,-1760209.0,1.68
9841,(주)팀그레이프,82776,2019,1.0,-301217.0,-82.36
9842,(주)제일플랜트,82787,2020,1.0,1077760.0,0.94
9843,주식회사디케이그룹,82796,2022,1.0,-1727389.0,-1.78
9844,한성재경아카데미(주),82800,2018,1.0,-389404.0,-1.68
9845,주식회사동양팰리스,82804,2018,1.0,-674113.0,-0.66
9846,주식회사오리엔탈에셋,82805,2018,1.0,-3109577.0,-0.28
9847,신신마린주식회사,82816,2019,1.0,-482050.0,-0.13
9848,삼안여객주식회사,82825,2019,1.0,952645.0,-2.45
9849,(주)아스터개발제3호유성,82828,2018,1.0,-1300813.0,-0.5
9850,주식회사비엘에스프러퍼티,82830,2018,1.0,-6731130.0,13.33
9851,(주)뉴원이앤씨,82832,2019,1.0,262701.0,-4.01
9852,다산베아체컨트리클럽주식회사,82836,2018,1.0,-4126664.0,-2.66
9853,(주)서희케이비스타힐스테이제1호위탁관리부동산투자회사,82841,2021,1.0,-4103848.0,-0.72
9854,주식회사위즈돔,82842,2018,1.0,-1546515.0,-0.73
9855,대보산업주식회사,82847,2018,1.0,-55370.0,-2.5
9856,주식회사경인개발,82853,2018,1.0,-1970037.0,-3.22
9857,주식회사폴루스홀딩스,82858,2018,1.0,-11719632.0,-0.45
9858,동출산업(주),82859,2020,1.0,-3518249.0,0.79
9859,주식회사호텔샬롬,82860,2019,1.0,266765.0,0.08
9860,주식회사씨엠일공일,82870,2018,1.0,6166500.0,0.88
9861,골드맥스그룹주식회사,82871,2018,1.0,-399586.0,-41.62
9862,센토피아송담하우징(주),82873,2019,1.0,-4185045.0,-3.91
9863,한유건설(주),82879,2019,1.0,-258730.0,-120.63
9864,주식회사오스코,82881,2018,1.0,4355077.0,-6.09
9865,(주)은덕건설,82882,2020,1.0,-7473554.0,1.84
9866,파인아이앤디주식회사,82883,2018,1.0,-342526.0,5.21
9867,(주)선우종합건설,82887,2018,1.0,-3058029.0,8.87
9868,(주)마루힐개발,82888,2018,1.0,-6124262.0,-1.07
9869,주식회사대원정공,82903,2018,1.0,238959.0,0.86
9870,케이큐글로벌주식회사,82904,2018,1.0,-1066005.0,-0.12
9871,(주)라임,82908,2018,1.0,-3944980.0,999999999.0
9872,(주)명륜철강,82909,2018,1.0,-215608.0,-0.32
9873,이인베스트먼트주식회사,82910,2019,1.0,-1764218.0,-0.03
9874,(주)가이아코퍼레이션,82911,2019,1.0,-587682.0,-25.06
9875,주식회사한창타워,82912,2018,1.0,75411.0,0.37
9876,(주)원석디앤씨,82916,2018,1.0,-202159.0,-5.49
9877,지티에스(주),82918,2022,1.0,-1339551.0,-9.98
9878,주식회사이로재,82922,2021,1.0,-723171.0,0.99
9879,(주)태성에스지,82924,2018,1.0,7255496.0,6.77
9880,해안종합목재(주),82926,2018,1.0,-52082.0,0.64
9881,(주)로체프라자,82930,2018,1.0,-5204685.0,0.89
9882,(주)동경주산업개발,82935,2018,1.0,-666406.0,-7.61
9883,영천고경산단(주),82937,2018,1.0,-2582371.0,-1.26
9884,국강,82942,2018,1.0,-672826.0,-0.59
9885,주식회사제이에스그룹,82945,2019,1.0,-653787.0,-1.38
9886,미림건설(주),82953,2018,1.0,-4357264.0,0.25
9887,주식회사원로지스,82955,2019,1.0,-2311704.0,-2.34
9888,주식회사태광공조철강,82959,2019,1.0,-260681.0,-4.08
9889,에스씨홀딩스(주),82962,2018,1.0,9936405.0,0.93
9890,주식회사대자연,82963,2020,1.0,-415597.0,0.0
9891,(주)드림하이테크,82966,2018,1.0,-380092.0,-6.02
9892,이도건설주식회사,82967,2018,1.0,-3019672.0,1.96
9893,주식회사봉일금속,82971,2018,1.0,470983.0,-2.56
9894,(주)금오에너지,82974,2018,1.0,236672.0,0.29
9895,주식회사피피비스튜디오스,82975,2018,1.0,104465.0,-86.33
9896,(주)골드문산업개발,82976,2018,1.0,5786586.0,1.14
9897,주식회사지제이,82977,2018,1.0,-263726.0,-0.49
9898,주식회사스틸라이프,82980,2018,1.0,-2167140.0,-9.33
9899,주식회사세종홀딩스,82983,2018,1.0,-167270.0,1.01
9900,주식회사쿼터백그룹,82985,2019,1.0,-261748.0,-73.34
9901,(주)우실태양광,82987,2018,1.0,273562.0,0.5
9902,주식회사테라핀테크,82988,2020,1.0,-10945176.0,-24.66
9903,(주)지엔종합건설,82997,2018,1.0,-22371113.0,-4.68
9904,(주)투썬디지털아이디어,83001,2019,1.0,-2101109.0,-66.45
9905,이큐맥슨제약주식회사,83018,2018,1.0,-1427981.0,-1.95
9906,이솔화학주식회사,83019,2018,1.0,-1903800.0,-1.86
9907,(주)지디파트너스,83026,2018,1.0,115179.0,0.06
9908,크루즈산업개발(주),83032,2019,1.0,0.0,-646.48
9909,(주)나우이엔지,83033,2018,1.0,4999999.0,0.0
9910,주식회사우진개발,83043,2018,1.0,-565006.0,4.88
9911,휴니온주식회사,83045,2018,1.0,-5853162.0,-0.25
9912,(주)보승전기,83049,2020,1.0,-1016739.0,-60.64
9913,농업회사법인(주)전통한우,83051,2018,1.0,-873515.0,-1.18
9914,주식회사신생활조이타워,83056,2018,1.0,-214966.0,0.18
9915,주식회사이앤엠,83059,2021,1.0,-211919.0,-7.02
9916,비에스홀딩스,83062,2018,1.0,-463710.0,0.98
9917,(주)한성씨알에스,83064,2020,1.0,-419908.0,1.76
9918,주식회사비지니스호텔뉴타운,83070,2018,1.0,0.0,0.86
9919,마산힐링네스트(주),83072,2019,1.0,2090763.0,0.98
9920,주식회사삼운,83075,2020,1.0,-1232867.0,-1.82
9921,코리아산업개발주식회사,83077,2018,1.0,-19484274.0,0.72
9922,삼중토건(주),83081,2022,1.0,446976.0,0.16
9923,농업회사법인(주)태백사료,83083,2018,1.0,-357357.0,-0.92
9924,(주)대화에이피,83086,2018,1.0,0.0,-6.28
9925,동하정밀(주),83087,2018,1.0,-1375108.0,2.16
9926,주식회사프레스코,83094,2021,1.0,763933.0,-6.22
9927,주식회사에스티디,83095,2018,1.0,-73019.0,0.62
9928,에스아이엔플러스(주),83096,2018,1.0,106159.0,0.91
9929,(주)디알종합건설,83098,2020,1.0,-4979329.0,2.07
9930,수삼건설(주),83106,2018,1.0,-9135524.0,-0.05
9931,주식회사현대메디팜,83107,2018,1.0,258369.0,0.51
9932,주식회사에이치,83110,2022,1.0,-506747.0,-1.18
9933,주식회사미라클,83111,2018,1.0,143184.0,0.99
9934,이노주식회사,83112,2018,1.0,-1956182.0,-24.71
9935,주식회사블루싸이트,83114,2019,1.0,0.0,95.78
9936,(주)루시엘,83115,2019,1.0,-20651342.0,0.2
9937,청풍로프웨이주식회사,83117,2018,1.0,-1265140.0,-1.27
9938,주식회사에스알아이앤디,83119,2018,1.0,1612547.0,-3.79
9939,(주)컴파스블루,83120,2018,1.0,-830592.0,0.28
9940,신해종합건설주식회사,83121,2018,1.0,-1003017.0,-5.38
9941,주식회사고려,83122,2018,1.0,-85172.0,0.4
9942,주식회사에스엘이노베이션스,83137,2018,1.0,-803716.0,-0.44
9943,(주)레드스톤시스템,83142,2022,1.0,-3364029.0,1.33
9944,주식회사신창오토모빌,83144,2019,1.0,1342766.0,0.8
9945,(주)무전도시개발,83148,2022,1.0,-689070.0,-0.19
9946,에스지개발(주),83149,2018,1.0,356847.0,0.27
9947,(주)계명,83155,2018,1.0,0.0,-0.62
9948,주식회사서린,83165,2021,1.0,-312824.0,0.05
9949,(주)에이스에프앤비,83170,2018,1.0,-1226361.0,-2.57
9950,주식회사대광목재,83172,2019,1.0,-486044.0,-5.18
9951,계산산업(주),83177,2021,1.0,-5735407.0,-1.19
9952,(주)두양정공,83179,2018,1.0,-60616.0,-1.98
9953,주식회사대화주택건설산업,83191,2019,1.0,530894.0,0.68
9954,(주)엠비지,83196,2018,1.0,-7419671.0,-16.98
9955,농업회사법인주식회사여울,83197,2018,1.0,-484218.0,-1.77
9956,(주)뉴로스정밀,83198,2020,1.0,-1314817.0,-5.58
9957,주식회사유엔인베스트먼트,83204,2018,1.0,-915384.0,-2.74
9958,주식회사유니젠,83210,2019,1.0,,0.75
9959,주식회사유니젠,83210,2019,1.0,1297176.0,0.75
9960,(주)아이앤지건설,83211,2020,1.0,-5884064.0,0.02
9961,고양피에프브이주식회사,83215,2018,1.0,-2723815.0,0.0
9962,죽산피에프브이주식회사,83218,2018,1.0,-1374067.0,0.0
9963,(주)엔케이파트너스,83222,2018,1.0,-9108728.0,-0.16
9964,주식회사레즐러,83227,2021,1.0,5209876.0,-48.32
9965,한국통합상조(주),83229,2022,1.0,-508644.0,0.0
9966,주식회사도갑,83231,2018,1.0,100047.0,0.52
9967,(주)금강코퍼레이션,83233,2018,1.0,9211712.0,0.38
9968,주식회사제이더블유에너지,83235,2018,1.0,1162972.0,0.7
9969,주식회사상진개발,83236,2018,1.0,-589211.0,-1.02
9970,(주)건원건설,83237,2020,1.0,-1270113.0,-4.7
9971,주식회사계영자산,83244,2018,1.0,-263635.0,0.21
9972,주식회사수경,83245,2022,1.0,517976.0,0.02
9973,주식회사티에스산업개발,83248,2018,1.0,-934271.0,-18.54
9974,승윤종합건설(주),83250,2021,1.0,-896606.0,10.82
9975,인투산업개발주식회사,83265,2018,1.0,8213247.0,-0.36
9976,주식회사티엔제이,83269,2018,1.0,169569.0,0.58
9977,(주)서울앵커호텔,83280,2018,1.0,490510.0,-3.35
9978,건영스틸(주),83283,2019,1.0,-341064.0,1.02
9979,포스크리에이티브파티주식회사,83286,2018,1.0,-8278006.0,-67.32
9980,주식회사케이템스홀딩스,83290,2018,1.0,-257271.0,-1.27
9981,루덴스종합건설주식회사,83294,2019,1.0,-438035.0,0.57
9982,주식회사네오투자개발(NEO),83298,2018,1.0,-848057.0,0.68
9983,주식회사제이스테판홀딩스,83304,2018,1.0,-1929325.0,-0.1
9984,김해풍유유통물류단지(주),83306,2018,1.0,-511529.0,-44.47
9985,(주)태성에스앤디,83308,2018,1.0,151922.0,0.74
9986,(주)태안모터스영등포서비스,83312,2019,1.0,1565792.0,0.92
9987,(주)상문,83315,2018,1.0,-38111.0,-0.29
9988,경주산업단지풍력발전(주),83319,2019,1.0,766703.0,0.87
9989,주식회사제이에스케이엠,83321,2020,1.0,0.0,-227.68
9990,주식회사에스앤비네트웍스,83322,2019,1.0,-2701013.0,-5.38
9991,주식회사경민,83323,2018,1.0,236042.0,0.08
9992,이엠씨홀딩스주식회사,83329,2019,1.0,-698926.0,0.05
9993,(주)일승식품,83334,2020,1.0,791434.0,-4.17
9994,(주)고려주택건설,83336,2018,1.0,-7442546.0,0.61
9995,다연개발주식회사,83337,2018,1.0,-6055234.0,3.86
9996,우신프라퍼티주식회사,83346,2020,1.0,0.0,-22.55
9997,한국쏠라주식회사,83347,2019,1.0,872516.0,-3.0
9998,에스제이대명(주),83348,2018,1.0,-2447285.0,-2.04
9999,지성이노베이션(주),83350,2018,1.0,,2.97
10000,지성이노베이션(주),83350,2018,1.0,-20747.0,2.97
10001,(주)유원컴텍,83355,2018,1.0,-849929.0,-4.38
10002,주식회사고원글로텍,83357,2019,1.0,-142585.0,0.89
10003,주식회사코빗,83363,2020,1.0,16128282.0,-3358.23
10004,주식회사뉴시티개발,83365,2020,1.0,-7463794.0,-0.42
10005,(주)골드앤머니인베스트먼트,83367,2018,1.0,189481.0,0.98
10006,주식회사엔에이디,83370,2018,1.0,310834.0,-4.68
10007,리얼엔젤플러스(주),83371,2022,1.0,8811202.0,-1.24
10008,주식회사지와이홀딩스,83373,2020,1.0,-1163627.0,-4.87
10009,주식회사브리타니산업개발,83376,2018,1.0,-3613488.0,3.32
10010,(주)플레이앤케어,83377,2018,1.0,-32863.0,0.0
10011,주식회사이코스모스,83379,2018,1.0,-5314899.0,-1.74
10012,(주)건화코포레이션,83381,2021,1.0,-104881.0,0.32
10013,주식회사서경산업,83386,2018,1.0,0.0,1.87
10014,제주금시주식회사,83387,2018,1.0,-450073.0,-6.34
10015,케이에스아이(주),83391,2018,1.0,-1502660.0,-2.63
10016,(주)더블유피컴퍼니,83403,2018,1.0,-3502808.0,0.63
10017,주식회사더디자이너스그룹,83406,2018,1.0,15475.0,-0.4
10018,(주)에스비,83407,2018,1.0,-687974.0,-1.0
10019,디오션시티이차,83412,2021,1.0,-748377.0,-0.43
10020,주식회사더퍼스트타워쓰리,83419,2021,1.0,-621535.0,-0.14
10021,청정빛고을주식회사,83420,2019,1.0,-1307999.0,-2.63
10022,황금산업개발주식회사,83424,2018,1.0,-1353561.0,-0.54
10023,유성정밀공업주식회사,83426,2022,1.0,483035.0,0.96
10024,맥스콘건설그룹주식회사,83427,2018,1.0,-7091814.0,-1.65
10025,프레스티지바이오로직스(주),83431,2019,1.0,-12296835.0,-3.66
10026,(주)제키스,83439,2018,1.0,-31710.0,0.75
10027,주식회사타워,83440,2022,1.0,2897542.0,0.88
10028,에이치케이코퍼레이션,83456,2022,1.0,7935040.0,-14.8
10029,(주)금강디앤씨,83457,2022,1.0,-2721222.0,-237.31
10030,장유종합건설(주),83468,2018,1.0,-414454.0,-2.84
10031,주식회사두용종합건설,83470,2018,1.0,-4373294.0,0.95
10032,디에이치무역(주),83471,2019,1.0,158680.0,-5.78
10033,주식회사하베스트코리아,83472,2021,1.0,494426.0,-0.33
10034,주식회사한나,83481,2018,1.0,196264.0,0.87
10035,주식회사미광개발,83487,2018,1.0,-706022.0,0.95
10036,염양도가연쇄집단주식회사,83493,2019,1.0,0.0,-0.08
10037,(주)디자인클루,83499,2018,1.0,-684931.0,0.3
10038,주식회사C&K모터스,83501,2018,1.0,1381907.0,-18.2
10039,(주)코리아네트웍스,83507,2020,1.0,-110918.0,-8.27
10040,주식회사도현디앤씨,83509,2020,1.0,-2967750.0,1.24
10041,주식회사비제이시네마,83510,2018,1.0,-209651.0,-2.93
10042,주식회사신라애니멀그룹,83512,2019,1.0,114956.0,
10043,동성테크주식회사,83520,2020,1.0,-424624.0,-4.43
10044,주식회사에이유,83527,2018,1.0,,1.09
10045,주식회사에이유,83527,2018,1.0,-2155091.0,1.09
10046,(주)에이치에스이디,83528,2018,1.0,-4159073.0,-4.89
10047,농업회사법인주식회사로가닉코리아,83536,2022,1.0,-2804079.0,-9.03
10048,두성도시건설주식회사,83549,2020,1.0,-1647309.0,2.08
10049,주식회사에이치에스투자개발,83555,2022,1.0,-228855.0,0.03
10050,신한통상서비스(주),83563,2018,1.0,262938.0,0.65
10051,농업회사법인주식회사다원팜,83564,2019,1.0,5165882.0,-0.73
10052,주식회사아주존,83568,2018,1.0,-679205.0,-0.6
10053,주식회사고려흑연,83576,2018,1.0,-130965.0,-1.36
10054,에스제이파트너스,83584,2018,1.0,413262.0,0.79
10055,주식회사대혁디벨로퍼,83585,2018,1.0,-15303921.0,-2.13
10056,농업회사법인바이오에너지팜아산주식회사,83586,2020,1.0,1457942.0,-1.32
10057,주식회사엠와이티,83588,2018,1.0,-1891208.0,-4.63
10058,알파에쿼티파트너스주식회사,83604,2018,1.0,-861569.0,-0.08
10059,주식회사에이하에이,83618,2018,1.0,1302809.0,-1.07
10060,파로스젠(주),83625,2019,1.0,-496884.0,0.0
10061,주식회사메디포럼,83626,2019,1.0,-443373.0,-4.34
10062,(주)태화환경산업,83632,2018,1.0,22838507.0,-11.05
10063,(주)범진종합건설,83637,2019,1.0,-200374.0,-54.43
10064,(주)씨제이엠인터내셔널,83649,2018,1.0,0.0,-5.43
10065,태창운수(주),83663,2019,1.0,-90767.0,-1.18
10066,주식회사보아스틸,83723,2018,1.0,8717.0,0.65
10067,주식회사다원에이앤씨,83724,2019,1.0,-904416.0,1.8
10068,주식회사스카이인터내셔널,83751,2018,1.0,-742644.0,-0.07
10069,원에이치주식회사,83759,2018,1.0,0.0,-0.02
10070,주식회사세움,83823,2018,1.0,-2436933.0,0.17
10071,(주)디엠코스메틱스,83884,2018,1.0,-440224.0,-3.88
10072,사운드백신주식회사,83925,2021,1.0,-411016.0,-3.92
10073,이레도시개발(주),83971,2017,1.0,4902110.0,0.0
10074,(주)에듀타운,84044,2018,1.0,-304021.0,-117.0
10075,성지건설(주),84170,2020,1.0,-6319147.0,-20.36
10076,주식회사모비데이즈,84191,2019,1.0,-1703698.0,-27.38
10077,주식회사선향,84204,2018,1.0,-1967942.0,1.99
10078,주식회사한독,84587,2019,1.0,-838909.0,-0.98
10079,(주)모노리스,84601,2019,1.0,-3295233.0,0.0
10080,모노리스제주파크(주),84602,2019,1.0,-4036303.0,-2.87
10081,주식회사대주이엔지,84611,2021,1.0,-375605.0,-27.51
10082,주식회사텐원더스,84615,2019,1.0,-27451.0,-13.12
10083,(주)공공그라운드,84626,2019,1.0,-189293.0,0.11
10084,서울신교통카드(주),84636,2020,1.0,-174696.0,-2.11
10085,주식회사팍스젠바이오,84642,2019,1.0,-130007.0,-98.37
10086,(주)웨이비스,84656,2019,1.0,-4055923.0,-2.63
10087,주식회사시지트로닉스,84657,2019,1.0,-1574607.0,-9.88
10088,(주)타임기술,84670,2020,1.0,274253.0,0.92
10089,(주)테라베스트,84671,2019,1.0,-1724242.0,-12.06
10090,(주)세양,84674,2019,1.0,-799393.0,0.64
10091,(주)보람,84679,2019,1.0,-394692.0,-6.1
10092,(주)솔탑,84681,2019,1.0,3342829.0,0.31
10093,주식회사메타센테라퓨틱스,84685,2019,1.0,334590.0,-14.42
10094,(주)씨에이치에프,84692,2020,1.0,-130131.0,1.17
10095,농업회사법인(주)해림종돈,84694,2019,1.0,1209984.0,-3.78
10096,한국산단개발주식회사,84695,2019,1.0,-28686092.0,0.54
10097,주식회사회성,84696,2021,1.0,-816697.0,0.76
10098,(주)부산면세점,84698,2019,1.0,-22817.0,0.0
10099,주식회사신성일렉트로닉스,84706,2021,1.0,1239088.0,-9.49
10100,주식회사그린웍스,84709,2020,1.0,380268.0,-2.45
10101,엔트리움주식회사,84733,2019,1.0,-2369669.0,-122.16
10102,(주)서울옥션블루,84740,2021,1.0,-2272205.0,-1.75
10103,주식회사피에이치엘개발,84742,2019,1.0,-1725461.0,0.0
10104,주식회사해윰,84743,2019,1.0,-2398007.0,2.04
10105,(주)한정씨앤지,84745,2019,1.0,-378578.0,1.47
10106,주식회사거묵산업,84755,2019,1.0,-10057267.0,-0.63
10107,주식회사의령산업개발,84757,2021,1.0,-2163027.0,0.0
10108,라온인프라,84760,2019,1.0,805100.0,-0.15
10109,원케어월드주식회사,84770,2019,1.0,-1315516.0,-1.37
10110,주식회사뷰노,84776,2019,1.0,-4868520.0,-197.25
10111,(주)엠에스코,84779,2019,1.0,-10386254.0,-7.0
10112,(주)삼정기업구산컨소시움,84780,2019,1.0,-5223099.0,-0.09
10113,주식회사동주,84783,2020,1.0,302591.0,0.23
10114,바이젠셀주식회사,84794,2020,1.0,-8191852.0,-12.9
10115,주식회사왓츠피데,84796,2019,1.0,69829.0,-6.77
10116,주식회사이즈엘,84797,2019,1.0,-615177.0,-5.06
10117,브라보앤뉴,84798,2020,1.0,-5358054.0,-26.9
10118,영흥식품(주),84802,2021,1.0,-762393.0,1.7
10119,용인화성강군(주),84806,2019,1.0,300119.0,0.95
10120,쿼럼바이오주식회사,84812,2019,1.0,-1156649.0,-36.79
10121,(주)카인사이언스,84813,2019,1.0,-3284649.0,-227.67
